diggCount,likedByAuthor,pinnedByAuthor,replyCommentTotal,submittedVideoUrl,text,uniqueId,videoWebUrl,mentions,detailedMentions,comment_datetime,cleaned_text,gpt_sentiment
67,True,False,0,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,Dah terlebih maut dah nie panggil dedua jadi model,lyndaaaaaaaaaaaaaaaa_,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,,,2025-01-28 19:15:20+00:00,dah terlebih maut dah nie panggil dedua jadi model,positive
50,False,False,0,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,😂😂 Nmpk ammar mls ambk port,az_erin,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,,,2025-03-06 04:33:06+00:00,: face_with_tears_of_joy : : face_with_tears_of_joy : nampak ammar malas ambil port,positive
56,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,“NAK BANG NAK” hmm gelojoh bebenor 😭,engkusyifa,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,,,2025-01-31 04:08:09+00:00,“ nak abang nak ” hmm gelojoh bebenor : loudly_crying_faca :,negative
20,False,False,1,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,Ammar questioning his DNA 😂😂,faazainudin,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,,,2025-04-04 17:03:45+00:00,ammar questioning his dna : face_with_tears_of_joy : : face_with_tears_of_joy :,positive
6882,False,False,7,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,jadi wei klatei slang dio 😭,liorainyrms,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-01-31 17:07:30+00:00,jadi wei kelantan slang dia : loudly_crying_faca :,negative
25,False,False,0,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,Masyallah memang ga salah pilih model good 🥰🥰😍,anaa70641,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,,,2025-02-07 11:27:20+00:00,masyallah memang ga salah pilih model good : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_heart-eyes :,positive
24,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,udah follow karena Fuji 🥰🥰 MashaAllah Fuji cantiknya 🥰🥰,elis.rianti17,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,,,2025-02-05 15:09:04+00:00,udah follow karena fuji : smiling_face_with_hearts : : smiling_face_with_hearts : mashaallah fuji cantiknya : smiling_face_with_hearts : : smiling_face_with_hearts :,positive
36,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,umaaakkkk cantikknya Fuji 🥰🥰🥰,tri1985,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,,,2025-02-05 12:02:44+00:00,umaakk cantikknya fuji : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts :,positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,Boleh pkai time raya haji jy,ramlahrosli1,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,,,2025-06-01 01:18:15+00:00,boleh pakai time raya haji juga,positive
1590,False,False,5,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,RANDOM GILA ENDING TUNETALK😭🤣,amani.hi,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,,,2025-02-02 13:18:18+00:00,random gila ending tunetalk : loudly_crying_faca : : rolling_on_the_floor_laughing :,negative
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,this is super cute and all the background members super comel,neelemkumari3,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,,,2025-05-15 04:36:17+00:00,this is super cute and all the background members super comel,positive
146,False,False,0,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,YANG EDIT SIAPA WOI HAHAHAHAHA,anotherflores,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,,,2025-02-07 07:33:54+00:00,yang edit siapa woi haha,positive
959,False,False,4,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,"wehhh,tlg tarik aku sorang,terlekat kat sini",muteki96,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-17 15:49:14+00:00,"wehh , tlg tarik aku sorang , terlekat kat sini",negative
5,True,False,0,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,Aaaaaa davina😭🙏🏻🩷,erinsyafiera,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,,,2025-01-28 16:36:42+00:00,aa davina : loudly_crying_faca : : folded_hands_light_skin_tona : : pink_heart :,positive
6,True,False,0,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,Fuhh!!! another level 🔥,urysmn,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,,,2025-01-28 14:07:24+00:00,fuhh!another level : fire :,positive
11689,False,False,5,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,tetibe rasa mahal pulak sebutan diorang 😭😭😭,cpcakerin4._,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-01-31 17:54:12+00:00,tetiba rasa mahal pulak sebutan diorang : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca :,negative
98,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,COMELLLAAA DAVINAAA😭,yulihanistaa,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,,,2025-01-29 14:59:48+00:00,comellaa davinaa : loudly_crying_faca :,positive
47,True,False,0,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,pakai tudung macam tu auto nampak macam malay. lurveee gila,ameyasou,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,,,2025-01-29 16:00:20+00:00,pakai tudung macam itu auto nampak macam malay.lurvee gila,positive
42,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,fujii kaloo ke malaysiaa wowww dehh 🥰,aznii10,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-04 12:12:49+00:00,fuji kalo ke malaysia wow dehh : smiling_face_with_hearts :,positive
5,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,davina better,shinshereenna,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,,,2025-02-22 07:14:59+00:00,davina better,negative
1,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,Mau baju ini mana etalasenya min,cobaabc_,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-07 07:02:41+00:00,mau baju ini mana etalasenya min,positive
257,False,False,4,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,Si abang tu cam kenapa aku terpaksa terjebak dengan semua ni 😂,hannarazaly,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,,,2025-03-06 04:57:36+00:00,si abang itu macam kenapa aku terpaksa terjebak dengan semua ini : face_with_tears_of_joy :,negative
205,False,False,3,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,Cantik betul davina ni🙂,mrslylyan,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,,,2025-02-02 15:14:25+00:00,cantik betul davina ini : slightly_smiling_faca :,positive
43,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,"Klu di malay “Ya,aku nk abg”…klu “nak bang” tu dh lain mksd dh 😂",cikoren08,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,,,2025-01-29 21:58:03+00:00,"kalau di malay “ ya , aku nak abg ”.kalau “ nak abang ” itu dh lain mksd dh : face_with_tears_of_joy :",positive
18,False,False,0,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,Aku pulak berbunga2 senyum2 tengok diorang ni,sochicbn,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-19 00:00:31+00:00,aku pulak berbunga2 senyum2 tengok diorang ini,positive
129,False,False,1,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,ammar the real nonchalant 😂😂ni bru betul nonchalant bukan mcm pakwe kau tu 3 hari x bals ws kau tu bukn nonchalant tu dia ada awek lain😂😂,naktiktoksinikebungkus,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,,,2025-03-06 02:45:27+00:00,ammar the real nonchalant : face_with_tears_of_joy : : face_with_tears_of_joy : ini baru betul nonchalant bukan macam pakwe kau itu tiga hari tidak balas ws kau itu bukn nonchalant itu dia ada awek lain : face_with_tears_of_joy : : face_with_tears_of_joy :,negative
6174,False,False,34,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,"selama uti pake jilbab, ini yg paling pantes",permatasari75745,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,,,2025-02-07 12:17:03+00:00,"selama uti pake jilbab , ini yang paling pantes",positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7505224274903436552,❤️,bharat.pabi,https://www.tiktok.com/@hijabistahub/video/7505224274903436552,,,2025-06-06 04:49:11+00:00,: red_heart :,positive
327,False,False,7,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,rasanya org Malaysia lagi minat Davina berbanding fuji..cantik betul davina ni..Fuji tu comel..,miz_bulan,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,,,2025-02-22 11:42:30+00:00,rasanya orang malaysia lagi minat davina berbanding fuji.cantik betul davina ini.fuji itu comel.,positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,cantiknya,siti.subaidah5,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,,,2025-02-21 09:29:07+00:00,cantiknya,positive
5,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,masyaallah cantik banget ya.. 🥰🥰🥰,fatimahazzahra1346,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,,,2025-02-23 11:44:07+00:00,masyaallah cantik banget ya.: smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts :,positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,💋,sunny66875,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,,,2025-06-08 04:09:30+00:00,: kiss_mark :,positive
1114,False,False,2,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,HHAHAHAHHAHHA COMEL GILERS DO KORANG 🤣,belleeeoo,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-01-31 23:47:01+00:00,haha comel gila do korang : rolling_on_the_floor_laughing :,positive
4647,False,False,10,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,menang besarr yerr abang tuu😭,imanmulamemasak,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,,,2025-02-02 16:25:01+00:00,menang besar yer abang tuu : loudly_crying_faca :,negative
317,False,False,0,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,SIOTLA SIAP MASUKKAN EDIT NI EY 😭😭😭,user123422334466,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,,,2025-02-07 06:12:33+00:00,siotla siap masukkan edit ini ey : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca :,negative
4819,False,False,6,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,TAK SIAPA YG EDIT NI KEMAINNN EH KAU DIKKK😭😭😭,qiuuzett48,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,,,2025-02-06 19:31:53+00:00,tidak siapa yang edit ini kemainn eh kau dik : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca :,negative
24,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,anjir ngeblank Michelle kirain siapaaa,isme.peachycandy,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-01-29 15:33:55+00:00,anjir ngeblank michelle kirain siapa,negative
429,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,davina comel nye,shoppp21hg,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,,,2025-02-23 07:34:54+00:00,davina comel nye,positive
1391,False,False,1,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,rani nya sampe ketar ketir mau jwb 😂,__saffyy,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,,,2025-02-02 14:29:19+00:00,rani nya sampe ketar ketir mau jwb : face_with_tears_of_joy :,positive
81,False,False,0,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,HAAH SUDAH ' KAU NI BAJET BAJET JEH 😭,kaknadiyot._,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-01-31 23:35:04+00:00,haah sudah ' kau ini bajet bajet jeh : loudly_crying_faca :,negative
6,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,logat nya malay bangettt😭😭,jaeyunnotjaehyun,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,,,2025-02-22 07:05:41+00:00,loghat nya malay banget : loudly_crying_faca : : loudly_crying_faca :,negative
7443,False,False,16,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,heh marketing nyaaaaaa davina coyyy 😔,anishaaakhan_,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-01-29 10:30:28+00:00,heh marketing nya davina coy : pensive_faca :,positive
1302,False,False,0,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,ubur ubur ikan lele..cinta bersemi kembali le 😁,goldddddcatttttt,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,,,2025-02-15 10:28:48+00:00,ubur ubur ikan lele.cinta bersemi kembali le : beaming_face_with_smiling_eyes :,positive
4,False,False,0,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,semoga diluaskan rezeki,zikryjakpo98,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,,,2025-05-01 01:41:14+00:00,semoga diluaskan rezeki,positive
9,False,False,0,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,cantikknyaaa…so unreal,.zzxsh,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,,,2025-06-02 12:25:58+00:00,cantikknyaa.so unreal,positive
17315,False,False,10,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,“awak lupe ke?”🥺,deqichi,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-17 15:11:39+00:00,“ awak lupa ke?” : pleading_faca :,negative
583,False,False,99,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,Menyala hijabista 🔥🔥🔥 memanfaatkan yg sedang panas dipasaran....xpayah marketing beria.... terus tembus pasaran luar.... padu💪🏻,nazirahnasirnn,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,,,2025-02-05 11:39:48+00:00,menyala hijabista :fire::fire::fire: memanfaatkan yang sedang panas dipasaran.xpayah marketing beria.terus tembus pasaran luar.padu:flexed_biceps_light_skin_tone:,positive
50,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,"WIDIH FUJI INI, MASYAALLAH 🤍",yoshirutoo,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-04 12:09:59+00:00,"widih fuji ini , masyaallah : white_heart :",positive
9964,False,False,108,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,"pantesan dulu Fuji suka sama Jarwo, soalnya pecinta bewok ya ji.😭😭😭",mamazul.21_,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,,,2025-02-06 10:45:38+00:00,"pantesan dulu fuji suka sama jarwo , soalnya pecinta bewok ya ji.: loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca :",negative
13,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,hati2 zizan ipar adalah maut,azmera887,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,,,2025-02-23 12:13:40+00:00,hati-hati zizan ipar adalah maut,negative
148,False,False,0,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,mood bgt editannya😭,gyunala,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,,,2025-02-06 11:43:48+00:00,mood bgt editannya : loudly_crying_faca :,negative
126,False,False,0,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,Comelnya dia cakap maleh aku hahahah,farbiey,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-02-01 02:13:59+00:00,comelnya dia cakap malas aku haha,positive
1983,False,False,8,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,tolonglahhhh banyakkkan video depa min😭,imanmulamemasak,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,,,2025-02-15 14:17:19+00:00,tolonglah banyakkan video mereka min : loudly_crying_faca :,negative
31,False,False,0,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,nampak berkawan lebih selesa..😂😂😂,norhahaha_3,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-17 17:13:06+00:00,nampak berkawan lebih selesa.: face_with_tears_of_joy : : face_with_tears_of_joy : : face_with_tears_of_joy :,positive
115,True,False,0,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,cantikkkkknya bajuuuu davina pakaiiiii 🥹,aeireennb,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,,,2025-01-29 15:19:33+00:00,cantikknya baju davina pakai : face_holding_back_tears :,positive
25,False,False,0,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,HAHAHAHAHAHAHAHAHAHA kalau kat crita mcm ni kan senang 😭,woolouvhh,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,,,2025-02-04 06:20:43+00:00,haha kalau kat crita macam ini kan senang : loudly_crying_faca :,negative
2745,False,False,17,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,uti ini guys hafal gua suaranya denger aja nyebur r nya 😭,secretpeople_97,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-04 15:12:24+00:00,uti ini guys hafal gua suaranya denger saja nyebur r nya : loudly_crying_faca :,negative
553,False,False,0,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,""" COMELNYAA BUDAK NI “ korang berdua yang comell niii😭😭😭😭🥹🤍",fyqaaaaaa_,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-01-31 19:37:41+00:00,""" comelnya budak ini “ korang berdua yang comel nii : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca : : face_holding_back_tears : : white_heart :",positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7496388602658589960,Cantik,ramlahrosli1,https://www.tiktok.com/@hijabistahub/video/7496388602658589960,,,2025-05-31 06:05:40+00:00,cantik,positive
40,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,bang nak bang HAHAHAHAH,qmyler_,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,,,2025-01-29 15:51:12+00:00,abang nak abang haha,positive
51,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,"Ubur ubur ikan lele , ikan lele ikan hiu , aku juga mau 😝 #akumaumas",_lilmotheraphy,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,,,2025-02-23 10:19:14+00:00,"ubur ubur ikan lele , ikan lele ikan hiu , aku juga mau : squinting_face_with_tongue : #akumaumas",positive
106,False,False,0,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,Ya Allah pandai admin gabung diorang,fvahee,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,,,2025-02-15 11:31:26+00:00,ya allah pandai admin gabung diorang,positive
29,False,False,0,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,ammar tu boleh diselamatkan lagi 😭,nininnn16,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,,,2025-03-06 09:40:49+00:00,ammar itu boleh diselamatkan lagi : loudly_crying_faca :,negative
2,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,Fuji ini ketebak dr timre suara n huruf R nya,safana_k.early,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-06 14:41:09+00:00,fuji ini ketebak dari timra suara dan huruf r nya,negative
12,False,False,1,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,davina is peak,sena21629,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,,,2025-02-22 06:19:00+00:00,davina is peak,positive
154,False,False,0,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,dah boleh jadi orang kelantann HAHAHAHAH,_aemyy2,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-01-31 17:36:03+00:00,dah boleh jadi orang kelantan haha,positive
105,False,False,0,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,aiiiiihhhhh...dah mulai pandai cakap Malaysia ya ti🤭,aishsalma1116,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,,,2025-02-09 07:29:55+00:00,aiihh.dah mulai pandai cakap malaysia ya ti : face_with_hand_over_mouth :,positive
20,False,False,0,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,datukkk😂😂... saya ketawa di siang bolonggg😂😂,jazbismillah,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,,,2025-03-06 06:17:14+00:00,dato : face_with_tears_of_joy : : face_with_tears_of_joy :.saya ketawa di siang bolong : face_with_tears_of_joy : : face_with_tears_of_joy :,positive
8,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,michelle cantiknyaa idola bgt🥰,mitha.collection5,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-02-04 21:47:27+00:00,michelle cantiknya idola bgt : smiling_face_with_hearts :,positive
451,False,False,0,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,Semoga berjodoh la depa ni😂,salina_azri91,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-17 15:05:56+00:00,semoga berjodoh la mereka ini : face_with_tears_of_joy :,positive
1,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,Suara nya juga khas banget sih🥰🥰🥰🥰,ayin2187,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-06 15:43:07+00:00,suara nya juga khas banget sih : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts :,positive
518,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,bang nak bang🗿🗿🗿,noluckineverything,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,,,2025-01-29 13:28:16+00:00,abang nak abang : moai : : moai : : moai :,positive
307,False,False,5,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,aku sorg je ke yg repeat vid ni banyak kali😌,c.fatyy,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,,,2025-02-16 07:43:50+00:00,aku sorang je ke yang repeat vid ini banyak kali : relieved_faca :,positive
216,False,False,1,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,"UBUR UBUR IKAN LELE
CANTIK BANGET LEEEE😭",na_lutfiaa,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,,,2025-02-07 11:28:00+00:00,ubur ubur ikan lele cantik banget lee : loudly_crying_faca :,positive
8263,True,False,4,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,pandai hijabistahub buat parody ipar adalah maut nak lagi nak lagi 👏🏻😂,amxnxzrul,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,,,2025-02-02 14:27:10+00:00,pandai hijabistahub buat parody ipar adalah maut nak lagi nak lagi : clapping_hands_light_skin_tona : : face_with_tears_of_joy :,positive
205,False,False,0,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,selama endors hijab cuma ini yang ga gagal suka bngt🫰🌼,safirazahratunisa7,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,,,2025-02-09 08:25:34+00:00,selama endors hijab cuma ini yang ga gagal suka bngt : hand_with_index_finger_and_thumb_crossed : : blossom :,positive
753,False,False,1,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,"tak fahamla, cuba kawenn dulu 😔🫶🏻",nuryuslyana,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,,,2025-02-16 04:20:32+00:00,"tidak fahamla , cuba kahwin dulu : pensive_faca : : heart_hands_light_skin_tona :",negative
153,False,False,2,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,cantik fuji calon aishar wajib sih model hijab fuji di Malaysia pasti banyak yang beli baju muslim untuk di hari lebaran 👍👍👍👍,mariamsukarti96,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,,,2025-02-07 11:26:53+00:00,cantik fuji calon aishar wajib sih model hijab fuji di malaysia pasti banyak yang beli baju muslim untuk di hari lebaran : thumbs_up : : thumbs_up : : thumbs_up : : thumbs_up :,positive
6843,False,False,20,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,Tanda2 davina akan kawin,hrunited40,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,,,2025-02-23 10:48:24+00:00,tanda-tanda davina akan kahwin,positive
585,False,False,0,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,"Lawa gila Fuji make up macam ni, soft and ayu je",weishnvieyaa_,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,,,2025-02-09 11:19:25+00:00,"lawa gila fuji make up macam ini , soft and ayu je",positive
58,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,"Fuji dan Davina sama sama cantik, tapi tetep saya LG nunggu Fuji, lope lope Fuji gadis cantik mungil imut comel😍",dzakyalgifari585,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,,,2025-02-22 05:20:21+00:00,"fuji dan davina sama sama cantik , tapi tetep saya lagi nunggu fuji , lope lope fuji gadis cantik mungil imut comel : smiling_face_with_heart-eyes :",positive
6,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,cantik bgt michii pake hijab😍,summertimehl,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-01-30 01:35:26+00:00,cantik bgt michii pake hijab : smiling_face_with_heart-eyes :,positive
74,False,False,0,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,Emma kalau pakai tudung kemas je.nampak dia bersiap dan wangi,adriana_hanis,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,,,2025-02-15 12:12:01+00:00,emma kalau pakai tudung kemas je.nampak dia bersiap dan wangi,positive
50,False,False,0,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,"takde takde, kawin dulu baru aku beli",slvrpeeeee,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,,,2025-02-16 06:20:10+00:00,"tidak ada tidak ada , kahwin dulu baru aku beli",negative
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7496388602658589960,patung bergerak,syuraih_macam_sun,https://www.tiktok.com/@hijabistahub/video/7496388602658589960,,,2025-06-05 01:08:18+00:00,patung bergerak,positive
884,False,False,1,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,rasanya yg ni boleh kot nak take over serbuk arang gigi dherbs nanti 😂,qttshna,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,,,2025-03-06 01:18:06+00:00,rasanya yang ini boleh kot nak take over serbuk arang gigi dherbs nanti : face_with_tears_of_joy :,negative
1,False,False,0,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,WHATTT ?,storestylishmurah,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,,,2025-02-23 03:46:53+00:00,what?,negative
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,Cantikk kalii😍😍😍,nadhifah_msi,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,,,2025-02-14 23:12:35+00:00,cantik kali : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes :,positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,🥰🥰🥰🥰🥰🥰🥰verfu,nancy.vivienne.ro6,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,,,2025-03-23 10:44:13+00:00,: smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : verfu,positive
