collectCount,commentCount,detailedMentions_0_id,detailedMentions_0_name,detailedMentions_0_nickName,detailedMentions_0_profileUrl,detailedMentions_1_id,detailedMentions_1_name,detailedMentions_1_nickName,detailedMentions_1_profileUrl,diggCount,fromProfileSection,id,isAd,isMuted,isPinned,isSlideshow,isSponsored,playCount,shareCount,text,textLanguage,webVideoUrl,hashtags,mentions,cleaned_text,date_mmddyyyy
25.0,3.0,,,,,,,,,90.0,videos,7491938492981792018,True,,False,False,False,15600.0,9.0,"Rugi betul lah siapa yang tak grab dress ni, pakai pegi open house pun cantik sangat!",ms,https://www.tiktok.com/@hijabistahub/video/7491938492981792018,,,rugi betul lah siapa yang tak grab dress ni pakai pegi open house pun cantik sangat,04/11/2025
18.0,2.0,,,,,,,,,62.0,videos,7491867888173829384,True,,False,False,False,10600.0,4.0,"Cotton shawl paling viral paking meletop paling out of the top! Hanya RM29 dalam bag kuning!

#Hijabistahub ",ms,https://www.tiktok.com/@hijabistahub/video/7491867888173829384,hijabistahub,,cotton shawl paling viral paking meletop paling out of the top hanya rm29 dalam bag kuning hijabistahub,04/11/2025
2680.0,1109.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,50100.0,videos,7491675476319292690,False,,False,False,False,610300.0,7591.0,"Dato Aliff Syukri deleted scene ⚠️

Ingat Dato Aliff ingat HijabistaHub 🫶🏻

#Hijabistahub @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7491675476319292690,hijabistahub,@Tune Talk Malaysia,dato aliff syukri deleted scene :warning: ingat dato aliff ingat hijabistahub :heart_hands_light_skin_tone: hijabistahub talk malaysia,04/10/2025
13.0,5.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,233.0,videos,7491571887106018567,False,,False,False,False,22400.0,3.0,"Cute betul kak nasha ni 🙈🥰 btw korang dah ada baju open house ke?

#Hijabistahub @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7491571887106018567,hijabistahub,@Tune Talk Malaysia,cute betul kak nasha ni :seenoevil_monkey::smiling_face_with_hearts: btw korang dah ada baju open house ke hijabistahub talk malaysia,04/10/2025
25.0,6.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,320.0,videos,7491480179382947080,False,,False,False,False,21700.0,16.0,"Not there to impress anyone —just proving I’m still beautiful without you 😍

btw jom mencantikkan diri, manjakan diri dengan shopping baju di HijabistaHub! ✨

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",en,https://www.tiktok.com/@hijabistahub/video/7491480179382947080,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,not there to impress anyone just proving im still beautiful without you :smiling_face_with_hearteyes: btw jom mencantikkan diri manjakan diri dengan shopping baju di hijabistahub :sparkles: rayapalingepik hijabistahubraya2025 talk malaysia,04/10/2025
4630.0,540.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,103300.0,videos,7491290743487646994,False,,False,False,False,2000000.0,3546.0,"Ces menang tanpa bertanding 🤣 memang suka sakat orang 

Korang kalau nak cari baju untuk open house boleh survey di website kita atau datang di butik berdekatan 🙈

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7491290743487646994,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,ces menang tanpa bertanding :rolling_on_the_floor_laughing: memang suka sakat orang korang kalau nak cari baju untuk open house boleh survey di website kita atau datang di butik berdekatan :seenoevil_monkey: rayapalingepik hijabistahubraya2025 talk malaysia,04/09/2025
14.0,3.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,83.0,videos,7491168909073108231,False,,False,False,False,14100.0,9.0,"Ya kita memang wanita berhias 🙆🏻‍♀️ kita suka nampak cantik untuk diri sendiri, and kalau korang pun jenis suka berhias jom walk in di HijabistaHub untuk baju ootd open house weekend ni 🙈

#rayapalingepik #hijabistahubraya2025  @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7491168909073108231,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,ya kita memang wanita berhias :woman_gesturing_OK_light_skin_tone: kita suka nampak cantik untuk diri sendiri and kalau korang pun jenis suka berhias jom walk in di hijabistahub untuk baju ootd open house weekend ni :seenoevil_monkey: rayapalingepik hijabistahubraya2025 talk malaysia,04/09/2025
21.0,9.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,504.0,videos,7491104278342274311,False,,False,False,False,41400.0,44.0,"Kalau walid boleh

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7491104278342274311,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,kalau walid boleh rayapalingepik hijabistahubraya2025 talk malaysia,04/09/2025
29.0,60.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,921.0,videos,7490918142504389895,False,,False,False,False,34500.0,173.0,"Pejamkan mata, dan bayangkan muka Walid....

btw kalau korang nak bertunang, nak pakai baju melayu warna bold ke pastel ke, beli di HijabistaHub x Soultan tau! Confirm match dengan baju tunang korang tu 🫣

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7490918142504389895,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,pejamkan mata dan bayangkan muka walid btw kalau korang nak bertunang nak pakai baju melayu warna bold ke pastel ke beli di hijabistahub x soultan tau confirm match dengan baju tunang korang tu :face_with_peeking_eye: rayapalingepik hijabistahubraya2025 talk malaysia,04/08/2025
56.0,8.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,591.0,videos,7490835879401884935,False,,False,False,False,32500.0,27.0,"Nak buat macam mana gen Z memang suka extra sikit kan? 

In frame : Miranda Kurung 

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7490835879401884935,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,nak buat macam mana gen z memang suka extra sikit kan in frame : miranda kurung rayapalingepik hijabistahubraya2025 talk malaysia,04/08/2025
109.0,14.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,620.0,videos,7490760919589342482,False,,False,False,False,32300.0,27.0,"Takkan nak pakai baju yg sama? Apa kata kita shopping yg baru untuk baju open house this weekend 🙈butik beroperasi macam biasa tau

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7490760919589342482,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,takkan nak pakai baju yg sama apa kata kita shopping yg baru untuk baju open house this weekend :seenoevil_monkey:butik beroperasi macam biasa tau rayapalingepik hijabistahubraya2025 talk malaysia,04/08/2025
142.0,264.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,5624.0,videos,7490547948258872594,False,,False,False,False,118100.0,654.0,"Walid pakai baju melayu Dewi nak tak? Ke Dewi nak Walid pakai jubah jugak 😭 

Kalau macam tu Dewi beli la baju melayu Soultan buat hadiah untuk Walid okay? 

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7490547948258872594,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,walid pakai baju melayu dewi nak tak ke dewi nak walid pakai jubah jugak :loudly_crying_face: kalau macam tu dewi beli la baju melayu soultan buat hadiah untuk walid okay rayapalingepik hijabistahubraya2025 talk malaysia,04/07/2025
47.0,9.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,482.0,videos,7490464617588690184,False,,False,False,False,39400.0,26.0,"Masih ada yang mencari baju open house? Ye lah takkan nak pakai baju yg sama kot kan... jom shopping di butik hijabistahub sekarang!! Banyak lagi baju murah murah niii

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7490464617588690184,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,masih ada yang mencari baju open house ye lah takkan nak pakai baju yg sama kot kan jom shopping di butik hijabistahub sekarang banyak lagi baju murah murah niii rayapalingepik hijabistahubraya2025 talk malaysia,04/07/2025
17.0,5.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,48.0,videos,7490382488984915208,False,,False,False,False,10200.0,9.0,"Kalau nak cari bari open house murah murah boleh datang ke butik HijabistaHub atau join live kita untuk promo price 🥰🙈✨

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7490382488984915208,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,kalau nak cari bari open house murah murah boleh datang ke butik hijabistahub atau join live kita untuk promo price :smiling_face_with_hearts::seenoevil_monkey::sparkles: rayapalingepik hijabistahubraya2025 talk malaysia,04/07/2025
1909.0,269.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,65100.0,videos,7489833717716831506,False,,False,False,False,1100000.0,1250.0,"Okay Michelle dah boleh jadi orang Malaysia 😆 

btw kalau korang cari baju untuk open house butik kami dah mula beroperasi dari jam 10am - 8pm ✨

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7489833717716831506,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,okay michelle dah boleh jadi orang malaysia :grinning_squinting_face: btw kalau korang cari baju untuk open house butik kami dah mula beroperasi dari jam 10am 8pm :sparkles: rayapalingepik hijabistahubraya2025 talk malaysia,04/05/2025
25.0,8.0,,,,,,,,,402.0,videos,7489636766811524370,False,,False,False,False,26600.0,13.0,"Raya ni mesti macam macam trend korang buat kan termasuk lah family dato aliff ni 🥰✨ 

Btw kalau korang nak cari baju open house butik HijabistaHub dah beroperasi seperti biasa tau 🥰",ms,https://www.tiktok.com/@hijabistahub/video/7489636766811524370,,,raya ni mesti macam macam trend korang buat kan termasuk lah family dato aliff ni :smiling_face_with_hearts::sparkles: btw kalau korang nak cari baju open house butik hijabistahub dah beroperasi seperti biasa tau :smiling_face_with_hearts:,04/05/2025
43.0,5.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,386.0,videos,7489370515233197319,False,,False,False,False,27900.0,7.0,"Butik dah beroperasi seperti biasa, jom shopping cepat untuk pakai open house hujung minggu depan! ✨

@Tune Talk Malaysia #rayapalingepik #hijabistahubraya2025 ",ms,https://www.tiktok.com/@hijabistahub/video/7489370515233197319,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,butik dah beroperasi seperti biasa jom shopping cepat untuk pakai open house hujung minggu depan :sparkles: talk malaysia rayapalingepik hijabistahubraya2025,04/04/2025
27.0,10.0,,,,,,,,,466.0,videos,7489103371396271367,False,,False,False,False,32300.0,14.0,Ada yang dah terjumpa jodoh ke hari raya ni? 🫣 toleh toleh sikit kiri kanan mana tahu ada yg bujang,ms,https://www.tiktok.com/@hijabistahub/video/7489103371396271367,,,ada yang dah terjumpa jodoh ke hari raya ni :face_with_peeking_eye: toleh toleh sikit kiri kanan mana tahu ada yg bujang,04/03/2025
3266.0,533.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,78600.0,videos,7488309984460115208,False,,False,False,False,2700000.0,2558.0,"Pejam celik pejam celik dah raya kedus 🫣 jom enjoy dulu dengan video Dato and family 😂

⚠️ video ini dirakam dalam kawalan dari profesional dan tiada haiwan yang tercedera sepanjang proses rakaman⚠️

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7488309984460115208,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,pejam celik pejam celik dah raya kedus :face_with_peeking_eye: jom enjoy dulu dengan video dato and family :face_with_tears_of_joy: :warning: video ini dirakam dalam kawalan dari profesional dan tiada haiwan yang tercedera sepanjang proses rakaman:warning: rayapalingepik hijabistahubraya2025 talk malaysia,04/01/2025
164.0,154.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,2778.0,videos,7487780295601687826,False,,False,False,False,82700.0,102.0,"Dengan ini kami di HijabistaHub dan Dato CEO Aliff Syukri ingin mengucapkan Selamat Hari Raya Aidilfitri kepada semua 🤗 

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7487780295601687826,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,dengan ini kami di hijabistahub dan dato ceo aliff syukri ingin mengucapkan selamat hari raya aidilfitri kepada semua :smiling_face_with_open_hands: rayapalingepik hijabistahubraya2025 talk malaysia,03/31/2025
140.0,49.0,,,,,,,,,3968.0,videos,7487594447060864264,False,,False,False,False,97300.0,39.0,"Dengan ini kami di HijabistaHub ingin mengucapkan selamat hari raya maaf zahir dan batin ✨

#rayapalingepik #hijabistahubraya2025  ",ms,https://www.tiktok.com/@hijabistahub/video/7487594447060864264,rayapalingepik hijabistahubraya2025,,dengan ini kami di hijabistahub ingin mengucapkan selamat hari raya maaf zahir dan batin :sparkles: rayapalingepik hijabistahubraya2025,03/30/2025
66.0,13.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,409.0,videos,7487200433098738962,False,,False,False,False,45200.0,27.0,"Raesa Kurung masih available to purcase dengan harga sales! Last sales adalah pada 30 MAC ✨ masih sempat lagi kalau korang nak shopping di butik kami esok

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7487200433098738962,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,raesa kurung masih available to purcase dengan harga sales last sales adalah pada 30 mac :sparkles: masih sempat lagi kalau korang nak shopping di butik kami esok rayapalingepik hijabistahubraya2025 talk malaysia,03/29/2025
93.0,5.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,416.0,videos,7487034393756765448,False,,False,False,False,36200.0,30.0,"✨ Rinae Kurung – Mother & Daughter ✨

Hari ni last day butik beroperasi sebelum cuti raya, kalau korang nak shopping last day jemput datang je butik 🥰

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7487034393756765448,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,:sparkles: rinae kurung mother daughter :sparkles: hari ni last day butik beroperasi sebelum cuti raya kalau korang nak shopping last day jemput datang je butik :smiling_face_with_hearts: rayapalingepik hijabistahubraya2025 talk malaysia,03/29/2025
148.0,44.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,1782.0,videos,7486860014984940808,False,,False,False,False,61700.0,27.0,"Macam mana Dato dengan Datin boleh kenal ya? 

Jom sama sama kita saksikan detik perkenalan antara Dato dan Datin 🥰😍

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7486860014984940808,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,macam mana dato dengan datin boleh kenal ya jom sama sama kita saksikan detik perkenalan antara dato dan datin :smiling_face_with_hearts::smiling_face_with_hearteyes: rayapalingepik hijabistahubraya2025 talk malaysia,03/28/2025
24.0,5.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,179.0,videos,7486727755141352722,False,,False,False,False,26300.0,17.0,"Siapa geng tema Aqua Blue tahun ni? 
Kalau belum jumpa baju raya jom beli baju yg diorang pakai ni? 

Kanan : Hanania Kebaya
Kiri : Julia Kebaya

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7486727755141352722,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,siapa geng tema aqua blue tahun ni kalau belum jumpa baju raya jom beli baju yg diorang pakai ni kanan : hanania kebaya kiri : julia kebaya rayapalingepik hijabistahubraya2025 talk malaysia,03/28/2025
347.0,38.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,1860.0,videos,7486677922561019143,False,,False,True,False,195700.0,270.0,"Berita Baik untuk Semua!!!

Ramai request SALE di butik, so YESSS! KAMI DENGAR! 

Kami akan adakan JANGAN PANIK SALE secara offline di Hijabistahub Outlets Bukit Raja, Four Seasons Kuala Lumpur, dsn Kota Bharu!

Date : 28 & 29 MARCH 2025
Time : 10AM - 10PM (iftar break 6PM-8PM)

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7486677922561019143,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,berita baik untuk semua ramai request sale di butik so yesss kami dengar kami akan adakan jangan panik sale secara offline di hijabistahub outlets bukit raja four seasons kuala lumpur dsn kota bharu date : 28 29 march 2025 time : 10am 10pm iftar break 6pm8pm rayapalingepik hijabistahubraya2025 talk malaysia,03/28/2025
35.0,4.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,199.0,videos,7486676443410287880,False,,False,False,False,27300.0,25.0,"Lenora Dress in Champagne 

 
#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",en,https://www.tiktok.com/@hijabistahub/video/7486676443410287880,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,lenora dress in champagne rayapalingepik hijabistahubraya2025 talk malaysia,03/28/2025
52.0,16.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,886.0,videos,7486465949906816263,False,,False,False,False,46700.0,23.0,"Special Announcement 📣 

Betul ke Datin berbadan dua? Cuba korang teka betul ke tidak 🙈

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7486465949906816263,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,special announcement :megaphone: betul ke datin berbadan dua cuba korang teka betul ke tidak :seenoevil_monkey: rayapalingepik hijabistahubraya2025 talk malaysia,03/27/2025
23.0,6.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,174.0,videos,7486391206331583752,False,,False,False,False,21500.0,10.0,"Bayangkan korang pakai baju ni on your first raya?! Lenora Dress hanya RM239 tauuu!

Pembelian di website kita 🙈 

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7486391206331583752,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,bayangkan korang pakai baju ni on your first raya lenora dress hanya rm239 tauuu pembelian di website kita :seenoevil_monkey: rayapalingepik hijabistahubraya2025 talk malaysia,03/27/2025
77.0,6.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,224.0,videos,7486361349904190738,True,,False,False,False,36000.0,62.0,"Qairina Kurung cuma RM239 je guys! Kalau tak nak pakai raya, maybe boleh buat pakai tunang 🙈

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7486361349904190738,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,qairina kurung cuma rm239 je guys kalau tak nak pakai raya maybe boleh buat pakai tunang :seenoevil_monkey: rayapalingepik hijabistahubraya2025 talk malaysia,03/27/2025
16.0,5.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,77.0,videos,7486286311846890759,False,,False,False,False,15700.0,18.0,"Darcy Dress, sales price RM189✨

Go grab yours now! 

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",en,https://www.tiktok.com/@hijabistahub/video/7486286311846890759,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,darcy dress sales price rm189:sparkles: go grab yours now rayapalingepik hijabistahubraya2025 talk malaysia,03/27/2025
1926.0,457.0,6.791677890120713e+18,zzzzzzz_hm,dv,https://www.tiktok.com/@6791677890120713217,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,16800.0,videos,7486142000665152776,False,,False,False,False,288900.0,2149.0,"Replying to @dv Jangan di pandang apa yang ada sekarang, kerana mula nya mereka adalah dari bawah. 

Dato memakai baju melayu soultan dan Datin memakai Zaheera Kurung.

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7486142000665152776,rayapalingepik hijabistahubraya2025,@dv @Tune Talk Malaysia,replying to jangan di pandang apa yang ada sekarang kerana mula nya mereka adalah dari bawah dato memakai baju melayu soultan dan datin memakai zaheera kurung rayapalingepik hijabistahubraya2025 talk malaysia,03/26/2025
19.0,4.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,158.0,videos,7486129824054922514,False,,False,False,False,20300.0,30.0,"Helyna Kurung RM289, pembelian limited stock hanya available di website sahaja.

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7486129824054922514,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,helyna kurung rm289 pembelian limited stock hanya available di website sahaja rayapalingepik hijabistahubraya2025 talk malaysia,03/26/2025
18.0,3.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,131.0,videos,7485977140580617480,False,,False,False,False,18100.0,7.0,"All baju masih available to purchase ya ✨ yang mana dekat jemput datang butik for the last shopping dan join our lucky draw sebuah rumah 🫶🏻

#rayapalingepik @Tune Talk Malaysia #hijabistahubraya2025 ",id,https://www.tiktok.com/@hijabistahub/video/7485977140580617480,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,all baju masih available to purchase ya :sparkles: yang mana dekat jemput datang butik for the last shopping dan join our lucky draw sebuah rumah :heart_hands_light_skin_tone: rayapalingepik talk malaysia hijabistahubraya2025,03/26/2025
25.0,6.0,,,,,,,,,160.0,videos,7485937145908120839,False,,False,False,False,18500.0,34.0,"SEBUAH RUMAH UNTUK DIMENANGI!*😱🏠

Caranya sangat mudah! Hanya perlu beli RM300 ke atas di HijabistaHub, anda akan menerima simkad TuneTalk dan kad gores bertuah.

Cara penyertaan:
📲 Download apps TuneTalk dan aktifkan simkad yang anda terima.
🎟️ Gores kad untuk dapatkan Serial Code.
✅ Daftarkan Serial Code menggunakan simkad TuneTalk yang aktif tadi.

Dah guna TuneTalk? Tak perlu tukar nombor! Hanya daftar Serial Code menggunakan nombor TuneTalk anda sendiri.

📅 Cabutan bertuah akan berlangsung pada April 2025! Kami akan call nombor yang didaftarkan—jika anda angkat, anda adalah PEMENANG rumah impian ini! 🎊🏡

Jadi, apa tunggu lagi? Shopping raya sambil menang besar hanya di HijabistaHub! ✨",ms,https://www.tiktok.com/@hijabistahub/video/7485937145908120839,,,sebuah rumah untuk dimenangi:face_screaming_in_fear::house: caranya sangat mudah hanya perlu beli rm300 ke atas di hijabistahub anda akan menerima simkad tunetalk dan kad gores bertuah cara penyertaan: :mobile_phone_with_arrow: download apps tunetalk dan aktifkan simkad yang anda terima :admission_tickets: gores kad untuk dapatkan serial code :check_mark_button: daftarkan serial code menggunakan simkad tunetalk yang aktif tadi dah guna tunetalk tak perlu tukar nombor hanya daftar serial code menggunakan nombor tunetalk anda sendiri :calendar: cabutan bertuah akan berlangsung pada april 2025 kami akan call nombor yang didaftarkanjika anda angkat anda adalah pemenang rumah impian ini :confetti_ball::house_with_garden: jadi apa tunggu lagi shopping raya sambil menang besar hanya di hijabistahub :sparkles:,03/26/2025
37.0,3.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,82.0,videos,7485912747062906119,False,,False,False,False,13500.0,23.0,"Baru betul raya ✨ Baju raya tema klasik dengan Raesa Kurung 🙈

Limited stock pembelian hanya di website sahaja! ✨ 

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7485912747062906119,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,baru betul raya :sparkles: baju raya tema klasik dengan raesa kurung :seenoevil_monkey: limited stock pembelian hanya di website sahaja :sparkles: rayapalingepik hijabistahubraya2025 talk malaysia,03/26/2025
12.0,3.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,220.0,videos,7485763729380936968,True,,False,False,False,27200.0,7.0,"Kiri : Hanania Kebaya
Kanan : Julia Kebaya

Both in Aqua Blue and ada harga sales! So guys place order hari ni untuk join last postage pos laju 🙈

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",id,https://www.tiktok.com/@hijabistahub/video/7485763729380936968,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,kiri : hanania kebaya kanan : julia kebaya both in aqua blue and ada harga sales so guys place order hari ni untuk join last postage pos laju :seenoevil_monkey: rayapalingepik hijabistahubraya2025 talk malaysia,03/25/2025
452.0,88.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,5719.0,videos,7485719232383044872,True,,False,False,False,118200.0,331.0,"Orang kenal Dato Aliff Syukri, tapi orang tak kenal Aliff Syukri. Jatuh, menangis, berjuang, tiada siapa yang tahu melainkan isteri tercinta. 

Nantikan another side of Dato Aliff Syukri hanya di HijabistaHub ✨

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7485719232383044872,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,orang kenal dato aliff syukri tapi orang tak kenal aliff syukri jatuh menangis berjuang tiada siapa yang tahu melainkan isteri tercinta nantikan another side of dato aliff syukri hanya di hijabistahub :sparkles: rayapalingepik hijabistahubraya2025 talk malaysia,03/25/2025
45.0,8.0,6.706362358706505e+18,tunetalk,Tune Talk Malaysia,https://www.tiktok.com/@6706362358706504706,,,,,410.0,videos,7485686547946212626,True,,False,False,False,32200.0,31.0,"Best nya ada anak perempuan boleh matchy matchy ✨

Hanania Kebaya Set Adult and Kids RM338 for both! 

Last sale hari ni dan join postage pos laju hari ini jugak!

#rayapalingepik #hijabistahubraya2025 @Tune Talk Malaysia ",ms,https://www.tiktok.com/@hijabistahub/video/7485686547946212626,rayapalingepik hijabistahubraya2025,@Tune Talk Malaysia,best nya ada anak perempuan boleh matchy matchy :sparkles: hanania kebaya set adult and kids rm338 for both last sale hari ni dan join postage pos laju hari ini jugak rayapalingepik hijabistahubraya2025 talk malaysia,03/25/2025
106.0,12.0,,,,,,,,,1209.0,videos,7485623347749899538,True,,False,False,False,40200.0,15.0,"DATO ALIFF ADA GIRLFRIEND??!!

#rayapalingepik #hijabistahubraya2025 ",en,https://www.tiktok.com/@hijabistahub/video/7485623347749899538,rayapalingepik hijabistahubraya2025,,dato aliff ada girlfriend rayapalingepik hijabistahubraya2025,03/25/2025
